fileId,fileUrls from query AERDT_L2_VIIRS_SNPP--5200 2024-01-01..2024-08-15 x-88y42 x-87.5y41.5[5],size
8063077178,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2024/064/AERDT_L2_VIIRS_SNPP.A2024064.1912.002.2024065073845.nc,11540681
8063088908,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2024/064/AERDT_L2_VIIRS_SNPP.A2024064.1918.002.2024065074824.nc,8190515
8067486739,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2024/065/AERDT_L2_VIIRS_SNPP.A2024065.1718.002.2024066053901.nc,7668611
8070746562,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2024/066/AERDT_L2_VIIRS_SNPP.A2024066.1700.002.2024067052939.nc,7296094
8067491843,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2024/065/AERDT_L2_VIIRS_SNPP.A2024065.1854.002.2024066072900.nc,10755424
8067492058,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2024/065/AERDT_L2_VIIRS_SNPP.A2024065.1900.002.2024066072901.nc,7785935
8071035873,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2024/066/AERDT_L2_VIIRS_SNPP.A2024066.1836.002.2024067072948.nc,10692158
8077235482,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2024/067/AERDT_L2_VIIRS_SNPP.A2024067.1818.002.2024068231054.nc,9437855
8077338180,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2024/067/AERDT_L2_VIIRS_SNPP.A2024067.2000.002.2024068235048.nc,8838113
8078160129,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2024/068/AERDT_L2_VIIRS_SNPP.A2024068.1800.002.2024069074108.nc,8757234
8078198824,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2024/068/AERDT_L2_VIIRS_SNPP.A2024068.1942.002.2024069081058.nc,9084542
8082418666,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2024/070/AERDT_L2_VIIRS_SNPP.A2024070.1724.002.2024071060224.nc,7627202
8080829683,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2024/069/AERDT_L2_VIIRS_SNPP.A2024069.1742.002.2024070100154.nc,7910566
8080829694,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2024/069/AERDT_L2_VIIRS_SNPP.A2024069.1924.002.2024070100154.nc,9229514
8082468207,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2024/070/AERDT_L2_VIIRS_SNPP.A2024070.1900.002.2024071073232.nc,12908681
8082468218,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2024/070/AERDT_L2_VIIRS_SNPP.A2024070.1906.002.2024071073231.nc,8713397
8084813656,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2024/071/AERDT_L2_VIIRS_SNPP.A2024071.1706.002.2024072054311.nc,7658636
8084986836,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2024/071/AERDT_L2_VIIRS_SNPP.A2024071.1842.002.2024072074308.nc,14135825
8084986835,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2024/071/AERDT_L2_VIIRS_SNPP.A2024071.1848.002.2024072074308.nc,7814693
8096311230,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2024/075/AERDT_L2_VIIRS_SNPP.A2024075.1730.002.2024076060552.nc,7868422
8091060227,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2024/073/AERDT_L2_VIIRS_SNPP.A2024073.1806.002.2024074073451.nc,12254327
8091126818,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2024/073/AERDT_L2_VIIRS_SNPP.A2024073.1948.002.2024074082449.nc,8963957
8087987648,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2024/072/AERDT_L2_VIIRS_SNPP.A2024072.1824.002.2024073072344.nc,14186202
8093654928,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2024/074/AERDT_L2_VIIRS_SNPP.A2024074.1748.002.2024075062510.nc,9926051
8093785266,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2024/074/AERDT_L2_VIIRS_SNPP.A2024074.1930.002.2024075080515.nc,8439424
8096335068,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2024/075/AERDT_L2_VIIRS_SNPP.A2024075.1906.002.2024076074553.nc,11070123
8096335050,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2024/075/AERDT_L2_VIIRS_SNPP.A2024075.1912.002.2024076074555.nc,9293575
8099989937,/archive/allData/5200/AERDT_L2_VIIRS_SNPP/2024/076/AERDT_L2_VIIRS_SNPP.A2024076.1712.002.2024077054635.nc,8090514
